CLIENTNUM;Attrition_Flag;Gender;Dependent_count;Education_Level;Marital_Status;Income_Category;Card_Category;Months_on_book;Total_Relationship_Count;Months_Inactive_12_mon;Contacts_Count_12_mon;Total_Revolving_Bal;Avg_Open_To_Buy;Total_Amt_Chng_Q4_Q1;Total_Trans_Amt;Total_Trans_Ct;Total_Ct_Chng_Q4_Q1;Avg_Utilization_Ratio;Customer_Age;Credit_Limit;Age_Group;Average_Transaction_Value;Monthly_Average_Spending;Utilization_Level;Churn_Flag;Customer_Segment;Risk_Score;Risk_Level
718618458;Existing Customer;M;3;High School;Single;$60K - $80K;Blue;25;5;1;4;1305;8554;0,722;4345;72;0,674;0,132;38;9859;36-45;60,34722222;362,0833333;Low;0;Regular;1;Low Risk
797166633;Existing Customer;M;2;Unknown;Single;$80K - $120K;Blue;41;6;2;4;1713;8893;0,899;2694;61;0,906;0,162;47;10606;46-55;44,16393443;224,5;Low;0;Regular;1;Low Risk
806889633;Existing Customer;M;2;Uneducated;Married;$80K - $120K;Blue;33;3;1;4;1226;18891;1,4;2906;58;1;0,061;38;20117;36-45;50,10344828;242,1666667;Low;0;Regular;1;Low Risk
718875483;Existing Customer;M;1;College;Married;$60K - $80K;Blue;40;4;2;4;1745;15659;0,54;4491;78;0,66;0,1;50;17404;46-55;57,57692308;374,25;Low;0;Regular;1;Low Risk
798114033;Existing Customer;M;2;Graduate;Married;$60K - $80K;Blue;40;4;2;4;1514;6435;0,857;3355;58;0,657;0,19;46;7949;46-55;57,84482759;279,5833333;Low;0;Regular;1;Low Risk
716225433;Existing Customer;M;1;Uneducated;Single;$80K - $120K;Blue;51;6;3;4;2517;24049;0,985;3103;65;0,625;0,095;60;26566;56+;47,73846154;258,5833333;Low;0;Regular;1;Low Risk
708231183;Existing Customer;M;1;Uneducated;Divorced;Unknown;Blue;22;5;3;4;910;11629;0,856;2643;72;0,674;0,073;30;12539;25-35;36,70833333;220,25;Low;0;Regular;1;Low Risk
771335358;Existing Customer;M;2;College;Divorced;$40K - $60K;Blue;24;3;3;4;2098;6022;0,826;3161;54;0,688;0,258;37;8120;36-45;58,53703704;263,4166667;Low;0;Regular;1;Low Risk
807349158;Existing Customer;M;4;Doctorate;Divorced;$120K +;Blue;31;4;3;4;1491;33025;0,93;2243;60;0,935;0,043;36;34516;36-45;37,38333333;186,9166667;Low;0;Regular;1;Low Risk
792272658;Existing Customer;M;3;Graduate;Single;$80K - $120K;Blue;34;3;3;4;1220;21160;0,884;3756;73;0,78;0,055;40;22380;36-45;51,45205479;313;Low;0;Regular;1;Low Risk
771725808;Existing Customer;M;3;Uneducated;Unknown;$80K - $120K;Blue;31;5;1;4;769;27931;0,901;3395;71;0,578;0,027;43;28700;36-45;47,81690141;282,9166667;Low;0;Regular;1;Low Risk
772449858;Existing Customer;M;3;Graduate;Divorced;$40K - $60K;Blue;41;5;3;4;1388;6182;0,909;3849;70;0,591;0,183;51;7570;46-55;54,98571429;320,75;Low;0;Regular;1;Low Risk
793461933;Existing Customer;M;3;High School;Single;$80K - $120K;Blue;31;4;2;4;1006;4693;0,734;2835;57;0,9;0,177;37;5699;36-45;49,73684211;236,25;Low;0;Regular;1;Low Risk
713687508;Existing Customer;M;1;Doctorate;Single;$60K - $80K;Blue;49;5;2;4;1606;8338;0,62;3159;69;0,568;0,162;59;9944;56+;45,7826087;263,25;Low;0;Regular;1;Low Risk
823621083;Existing Customer;M;3;Graduate;Married;$120K +;Blue;42;3;3;4;938;8289;0,735;3948;74;0,721;0,102;46;9227;46-55;53,35135135;329;Low;0;Regular;1;Low Risk
720188508;Existing Customer;M;4;Graduate;Single;$60K - $80K;Blue;25;3;2;4;1749;11444;0,671;4071;64;0,73;0,133;43;13193;36-45;63,609375;339,25;Low;0;Regular;1;Low Risk
779645658;Existing Customer;M;3;Graduate;Single;$60K - $80K;Blue;32;3;1;4;1472;5682;1,002;3607;59;0,735;0,206;49;7154;46-55;61,13559322;300,5833333;Low;0;Regular;1;Low Risk
716934333;Existing Customer;M;3;Uneducated;Single;$80K - $120K;Blue;40;3;1;4;2458;10848;0,516;3556;68;0,581;0,185;50;13306;46-55;52,29411765;296,3333333;Low;0;Regular;1;Low Risk
789244308;Existing Customer;M;4;College;Single;$80K - $120K;Blue;41;6;1;4;1899;15854;0,851;3986;64;0,73;0,107;56;17753;56+;62,28125;332,1666667;Low;0;Regular;1;Low Risk
720348933;Existing Customer;M;3;Graduate;Single;$60K - $80K;Blue;31;4;3;4;758;12113;0,778;3060;60;1,069;0,059;44;12871;36-45;51;255;Low;0;Regular;1;Low Risk
756727233;Existing Customer;M;2;High School;Single;$120K +;Blue;42;3;2;4;1190;19954;0,5;4895;66;0,784;0,056;49;21144;46-55;74,16666667;407,9166667;Low;0;Regular;1;Low Risk
717650133;Existing Customer;M;5;Graduate;Single;$60K - $80K;Blue;28;5;1;4;1426;3395;0,898;3571;58;0,933;0,296;41;4821;36-45;61,56896552;297,5833333;Low;0;Regular;1;Low Risk
801385458;Existing Customer;M;1;Uneducated;Married;$120K +;Blue;46;5;2;4;2019;6577;0,677;4017;80;0,6;0,235;52;8596;46-55;50,2125;334,75;Low;0;Regular;1;Low Risk
716235783;Existing Customer;M;3;College;Married;$40K - $60K;Blue;39;3;2;4;866;6243;0,572;4047;75;0,667;0,122;45;7109;36-45;53,96;337,25;Low;0;Regular;1;Low Risk
721295658;Existing Customer;M;1;Unknown;Single;$80K - $120K;Blue;55;6;1;4;2517;31999;0,945;3975;63;0,537;0,073;62;34516;56+;63,0952381;331,25;Low;0;Regular;1;Low Risk
789111483;Existing Customer;M;3;Graduate;Unknown;$80K - $120K;Blue;34;5;3;4;1850;14696;0,729;4255;75;0,562;0,112;46;16546;46-55;56,73333333;354,5833333;Low;0;Regular;1;Low Risk
710504283;Existing Customer;M;1;Uneducated;Married;$80K - $120K;Blue;39;6;3;4;1463;13354;0,795;4014;70;0,628;0,099;50;14817;46-55;57,34285714;334,5;Low;0;Regular;1;Low Risk
713919183;Existing Customer;M;3;Unknown;Married;$80K - $120K;Blue;39;5;3;4;1582;12242;0,522;4630;74;0,644;0,114;50;13824;46-55;62,56756757;385,8333333;Low;0;Regular;1;Low Risk
712521783;Existing Customer;M;3;Graduate;Unknown;$80K - $120K;Blue;47;6;2;4;1288;13820;0,684;3713;65;0,512;0,085;54;15108;46-55;57,12307692;309,4166667;Low;0;Regular;1;Low Risk
737986083;Existing Customer;M;3;High School;Single;$60K - $80K;Blue;39;4;1;4;2049;21593;0,719;3139;54;0,636;0,087;46;23642;46-55;58,12962963;261,5833333;Low;0;Regular;1;Low Risk
713343333;Existing Customer;M;3;Unknown;Married;$40K - $60K;Blue;29;4;3;4;1327;5371;0,798;4065;77;0,711;0,198;42;6698;36-45;52,79220779;338,75;Low;0;Regular;1;Low Risk
719341683;Existing Customer;M;2;Unknown;Married;$120K +;Blue;31;3;2;4;1067;33449;0,487;4281;72;0,636;0,031;42;34516;36-45;59,45833333;356,75;Low;0;Regular;1;Low Risk
755220783;Existing Customer;M;1;Doctorate;Married;$80K - $120K;Blue;44;5;2;4;1167;6864;0,549;3576;77;0,791;0,145;51;8031;46-55;46,44155844;298;Low;0;Regular;1;Low Risk
779995833;Existing Customer;M;0;Unknown;Married;$60K - $80K;Blue;39;6;2;4;1748;8429;0,622;3557;64;0,939;0,172;49;10177;46-55;55,578125;296,4166667;Low;0;Regular;1;Low Risk
712287333;Existing Customer;M;1;Uneducated;Single;$80K - $120K;Blue;30;3;1;4;2055;32461;0,589;4048;74;0,51;0,06;39;34516;36-45;54,7027027;337,3333333;Low;0;Regular;1;Low Risk
718788258;Existing Customer;M;5;Unknown;Married;$80K - $120K;Blue;40;3;3;4;776;29538;0,705;3290;82;0,64;0,026;52;30314;46-55;40,12195122;274,1666667;Low;0;Regular;1;Low Risk
819151083;Existing Customer;M;5;High School;Single;$60K - $80K;Blue;41;3;3;4;1775;5703;0,54;4042;79;0,491;0,237;46;7478;46-55;51,16455696;336,8333333;Low;0;Regular;1;Low Risk
718366983;Existing Customer;M;3;Graduate;Married;$80K - $120K;Blue;31;6;2;4;2446;16138;0,76;3504;64;0,882;0,132;40;18584;36-45;54,75;292;Low;0;Regular;1;Low Risk
818336508;Existing Customer;M;2;Unknown;Single;$120K +;Blue;45;6;2;4;1650;31069;0,717;4037;60;0,714;0,05;50;32719;46-55;67,28333333;336,4166667;Low;0;Regular;1;Low Risk
772472208;Existing Customer;M;1;Uneducated;Married;$60K - $80K;Blue;40;6;1;4;996;3096;0,644;2298;48;0,655;0,243;50;4092;46-55;47,875;191,5;Low;0;Regular;1;Low Risk
720578058;Existing Customer;M;4;Unknown;Single;$60K - $80K;Blue;42;3;3;4;2375;6011;0,539;4101;67;0,718;0,283;53;8386;46-55;61,20895522;341,75;Low;0;Regular;1;Low Risk
771669183;Existing Customer;M;1;Graduate;Married;$60K - $80K;Blue;37;5;1;4;1212;3642;0,308;3651;70;0,556;0,25;49;4854;46-55;52,15714286;304,25;Low;0;Regular;1;Low Risk
771215583;Existing Customer;M;3;High School;Single;$60K - $80K;Blue;26;6;1;4;1475;23059;0,528;3505;60;0,935;0,06;39;24534;36-45;58,41666667;292,0833333;Low;0;Regular;1;Low Risk
809797158;Existing Customer;M;2;Uneducated;Single;$80K - $120K;Blue;37;3;3;4;1592;17774;0,679;3627;66;1;0,082;42;19366;36-45;54,95454545;302,25;Low;0;Regular;1;Low Risk
721252683;Existing Customer;M;5;Unknown;Married;$80K - $120K;Blue;33;4;2;4;1501;33015;0,813;3368;64;0,641;0,043;40;34516;36-45;52,625;280,6666667;Low;0;Regular;1;Low Risk
716630508;Existing Customer;M;3;High School;Married;$120K +;Blue;50;6;2;4;2361;10337;0,799;4425;75;0,63;0,186;58;12698;56+;59;368,75;Low;0;Regular;1;Low Risk
713586858;Existing Customer;M;3;Uneducated;Divorced;$80K - $120K;Blue;25;4;3;4;1175;10546;0,779;4187;73;0,825;0,1;40;11721;36-45;57,35616438;348,9166667;Low;0;Regular;1;Low Risk
778180158;Existing Customer;M;4;Doctorate;Divorced;$80K - $120K;Blue;34;5;1;4;1887;5263;0,455;3636;69;0,643;0,264;44;7150;36-45;52,69565217;303;Low;0;Regular;1;Low Risk
710986758;Existing Customer;M;3;High School;Single;$60K - $80K;Blue;30;6;2;4;1505;10045;1,034;3891;76;0,9;0,13;43;11550;36-45;51,19736842;324,25;Low;0;Regular;1;Low Risk
708944958;Existing Customer;M;2;Uneducated;Single;$60K - $80K;Blue;40;5;2;4;1030;2539;1,09;4612;75;0,923;0,289;47;3569;46-55;61,49333333;384,3333333;Low;0;Regular;1;Low Risk
712365483;Existing Customer;M;1;Graduate;Single;$60K - $80K;Blue;43;5;2;4;1731;7888;0,712;3690;76;0,52;0,18;51;9619;46-55;48,55263158;307,5;Low;0;Regular;1;Low Risk
785055108;Existing Customer;M;0;Graduate;Single;$60K - $80K;Blue;46;4;2;4;1142;9675;0,722;3889;60;0,818;0,106;52;10817;46-55;64,81666667;324,0833333;Low;0;Regular;1;Low Risk
743590608;Existing Customer;M;2;High School;Married;$60K - $80K;Blue;43;6;3;4;950;20919;0,866;4233;71;0,775;0,043;50;21869;46-55;59,61971831;352,75;Low;0;Regular;1;Low Risk
718271958;Existing Customer;M;2;Uneducated;Married;$60K - $80K;Blue;34;5;1;4;1471;4930;0,655;4465;63;0,703;0,23;54;6401;46-55;70,87301587;372,0833333;Low;0;Regular;1;Low Risk
779906658;Existing Customer;M;4;Doctorate;Single;Unknown;Blue;24;3;2;4;1192;17614;0,745;3142;62;0,824;0,063;40;18806;36-45;50,67741935;261,8333333;Low;0;Regular;1;Low Risk
710516283;Existing Customer;M;1;High School;Single;$120K +;Blue;37;4;1;4;1792;7966;0,626;4134;60;0,765;0,184;50;9758;46-55;68,9;344,5;Low;0;Regular;1;Low Risk
718582158;Existing Customer;M;2;Unknown;Married;$120K +;Blue;35;3;3;4;1715;8927;0,705;4183;74;0,762;0,161;48;10642;46-55;56,52702703;348,5833333;Low;0;Regular;1;Low Risk
758824608;Existing Customer;M;4;Uneducated;Married;$80K - $120K;Blue;40;5;2;4;1746;19402;0,853;3370;69;0,769;0,083;47;21148;46-55;48,84057971;280,8333333;Low;0;Regular;1;Low Risk
750147483;Existing Customer;M;2;High School;Single;$80K - $120K;Blue;37;6;1;4;2517;21782;0,723;5320;62;0,771;0,104;49;24299;46-55;85,80645161;443,3333333;Low;0;Regular;1;Low Risk
720879708;Existing Customer;M;2;High School;Single;$80K - $120K;Blue;44;3;2;4;1308;26878;0,679;2853;64;0,73;0,046;52;28186;46-55;44,578125;237,75;Low;0;Regular;1;Low Risk
772525308;Existing Customer;M;3;College;Single;$40K - $60K;Blue;33;5;2;4;1689;8844;0,359;3651;69;0,605;0,16;43;10533;36-45;52,91304348;304,25;Low;0;Regular;1;Low Risk
715670058;Existing Customer;M;3;Graduate;Married;$120K +;Blue;38;5;2;4;1662;32854;0,504;3806;76;0,9;0,048;50;34516;46-55;50,07894737;317,1666667;Low;0;Regular;1;Low Risk
793543758;Existing Customer;M;2;Graduate;Single;$120K +;Blue;41;3;2;4;784;9830;0,73;4601;77;0,638;0,074;47;10614;46-55;59,75324675;383,4166667;Low;0;Regular;1;Low Risk
742778358;Existing Customer;M;1;Graduate;Single;$60K - $80K;Blue;37;3;1;4;1229;15510;0,497;4014;69;0,568;0,073;44;16739;36-45;58,17391304;334,5;Low;0;Regular;1;Low Risk
780378633;Existing Customer;M;3;College;Unknown;$60K - $80K;Blue;33;4;3;4;1455;7927;0,482;3412;71;0,821;0,155;43;9382;36-45;48,05633803;284,3333333;Low;0;Regular;1;Low Risk
789466008;Existing Customer;M;5;Graduate;Married;$60K - $80K;Blue;38;5;3;4;612;23421;0,635;3578;75;0,531;0,025;47;24033;46-55;47,70666667;298,1666667;Low;0;Regular;1;Low Risk
788275083;Existing Customer;M;3;College;Married;$60K - $80K;Blue;38;5;3;4;1719;13764;0,686;4678;80;0,509;0,111;46;15483;46-55;58,475;389,8333333;Low;0;Regular;1;Low Risk
713977308;Existing Customer;M;1;Graduate;Single;$120K +;Blue;53;4;3;4;2061;32455;0,564;3820;76;0,767;0,06;62;34516;56+;50,26315789;318,3333333;Low;0;Regular;1;Low Risk
717202908;Existing Customer;M;5;College;Married;$80K - $120K;Blue;29;3;3;4;1804;32394;0,934;4270;59;0,639;0,053;39;34198;36-45;72,37288136;355,8333333;Low;0;Regular;1;Low Risk
788705358;Existing Customer;M;4;High School;Married;$120K +;Blue;33;4;1;4;2070;12457;0,525;3965;58;0,568;0,142;44;14527;36-45;68,36206897;330,4166667;Low;0;Regular;1;Low Risk
710854008;Existing Customer;M;3;Unknown;Unknown;$40K - $60K;Blue;37;3;2;4;1119;5422;0,496;3902;63;0,432;0,171;48;6541;46-55;61,93650794;325,1666667;Low;0;Regular;1;Low Risk
718208358;Existing Customer;M;5;Uneducated;Married;$120K +;Blue;31;4;3;4;830;33686;0,54;3789;57;0,541;0,024;43;34516;36-45;66,47368421;315,75;Low;0;Regular;1;Low Risk
714207483;Existing Customer;M;3;Graduate;Married;$80K - $120K;Blue;41;6;1;4;1424;10573;0,749;4125;80;0,86;0,119;47;11997;46-55;51,5625;343,75;Low;0;Regular;1;Low Risk
718054833;Existing Customer;M;2;Unknown;Single;$120K +;Blue;37;6;3;4;1016;14325;0,709;2916;65;0,548;0,066;50;15341;46-55;44,86153846;243;Low;0;Regular;1;Low Risk
720190908;Existing Customer;M;1;High School;Single;$60K - $80K;Blue;51;6;2;4;1300;7673;0,568;4699;72;0,714;0,145;59;8973;56+;65,26388889;391,5833333;Low;0;Regular;1;Low Risk
780100533;Existing Customer;M;3;Graduate;Married;$80K - $120K;Blue;31;5;2;4;2376;23927;0,583;3586;67;0,914;0,09;46;26303;46-55;53,52238806;298,8333333;Low;0;Regular;1;Low Risk
787261008;Existing Customer;M;1;Post-Graduate;Unknown;$60K - $80K;Blue;37;4;3;4;1128;2984;0,587;4446;75;0,667;0,274;43;4112;36-45;59,28;370,5;Low;0;Regular;1;Low Risk
713246208;Existing Customer;M;1;Unknown;Single;$40K - $60K;Blue;56;6;2;4;1318;12046;1,063;4548;54;0,862;0,099;65;13364;56+;84,22222222;379;Low;0;Regular;1;Low Risk
712230408;Existing Customer;M;4;Uneducated;Married;$120K +;Blue;37;3;2;4;1445;5508;0,591;3700;80;0,569;0,208;42;6953;36-45;46,25;308,3333333;Low;0;Regular;1;Low Risk
788874333;Existing Customer;M;3;Post-Graduate;Unknown;$120K +;Blue;40;3;1;4;1305;14326;0,668;4313;67;0,914;0,083;55;15631;46-55;64,37313433;359,4166667;Low;0;Regular;1;Low Risk
713339283;Existing Customer;M;3;Unknown;Married;$60K - $80K;Blue;39;4;3;4;798;5550;1,042;4135;71;0,972;0,126;54;6348;46-55;58,23943662;344,5833333;Low;0;Regular;1;Low Risk
719469333;Existing Customer;F;1;High School;Single;Less than $40K;Blue;25;6;3;4;695;5498;0,632;2456;69;0,725;0,112;33;6193;25-35;35,5942029;204,6666667;Low;0;Regular;1;Low Risk
714657108;Existing Customer;F;2;Uneducated;Married;Less than $40K;Blue;28;5;2;4;1362;5298;1,36;2660;51;0,759;0,205;37;6660;36-45;52,15686275;221,6666667;Low;0;Regular;1;Low Risk
709204158;Existing Customer;F;2;Post-Graduate;Single;Less than $40K;Blue;24;5;2;4;1129;2309;0,605;2331;56;0,436;0,328;36;3438;36-45;41,625;194,25;Medium;0;Regular;1;Low Risk
812801958;Existing Customer;F;1;Unknown;Married;Less than $40K;Blue;50;5;3;4;1401;2165;0,903;2425;54;0,8;0,393;55;3566;46-55;44,90740741;202,0833333;Medium;0;Regular;1;Low Risk
717961458;Existing Customer;F;2;Uneducated;Single;Less than $40K;Blue;37;5;1;4;2381;553;0,762;3396;64;0,778;0,812;49;2934;46-55;53,0625;283;High;0;Regular;1;Low Risk
710035008;Existing Customer;F;0;Uneducated;Single;Less than $40K;Blue;24;3;2;4;1397;2430;0,88;2491;64;1;0,365;31;3827;25-35;38,921875;207,5833333;Medium;0;Regular;1;Low Risk
710307933;Existing Customer;F;0;College;Single;Less than $40K;Blue;24;3;3;4;2517;400;0,833;2471;60;0,875;0,863;32;2917;25-35;41,18333333;205,9166667;High;0;Regular;1;Low Risk
771556308;Existing Customer;F;0;High School;Single;Less than $40K;Blue;13;6;3;4;1195;2322;0,556;2255;48;0,5;0,34;26;3517;25-35;46,97916667;187,9166667;Medium;0;Regular;1;Low Risk
741344808;Existing Customer;F;2;Graduate;Married;Less than $40K;Blue;32;4;2;4;2057;3577;1,399;2905;63;0,969;0,365;39;5634;36-45;46,11111111;242,0833333;Medium;0;Regular;1;Low Risk
717623583;Existing Customer;F;3;High School;Married;Less than $40K;Blue;27;4;2;4;2441;1003;1,563;2668;51;0,545;0,709;36;3444;36-45;52,31372549;222,3333333;High;0;Regular;1;Low Risk
799249833;Existing Customer;M;2;Graduate;Single;Less than $40K;Blue;28;5;1;4;844;3595;0,863;2858;71;0,69;0,19;34;4439;25-35;40,25352113;238,1666667;Low;0;Regular;1;Low Risk
710795883;Existing Customer;F;3;Uneducated;Married;Less than $40K;Blue;16;6;1;4;1864;178;1,318;2758;50;0,852;0,913;33;2042;25-35;55,16;229,8333333;High;0;Regular;1;Low Risk
716548083;Existing Customer;M;4;Graduate;Married;Less than $40K;Blue;32;4;1;4;2360;613;1,257;2593;57;0,781;0,794;39;2973;36-45;45,49122807;216,0833333;High;0;Regular;1;Low Risk
785311158;Existing Customer;F;2;Graduate;Single;Less than $40K;Blue;48;6;1;4;928;5682;0,894;3328;69;0,683;0,14;54;6610;46-55;48,23188406;277,3333333;Low;0;Regular;1;Low Risk
708438033;Existing Customer;F;2;Unknown;Married;Less than $40K;Blue;27;3;3;4;2198;851;1,546;2617;48;1;0,721;36;3049;36-45;54,52083333;218,0833333;High;0;Regular;1;Low Risk
778407033;Existing Customer;F;0;Uneducated;Married;Less than $40K;Blue;39;6;3;4;1932;485;1,044;2367;50;0,786;0,799;59;2417;56+;47,34;197,25;High;0;Regular;1;Low Risk
797414733;Existing Customer;F;3;Graduate;Single;Less than $40K;Blue;31;3;3;4;1517;488;0,729;2439;61;0,848;0,757;37;2005;36-45;39,98360656;203,25;High;0;Regular;1;Low Risk
789309558;Existing Customer;M;2;College;Married;Less than $40K;Blue;21;6;2;4;1920;798;1,604;2570;49;1,042;0,706;31;2718;25-35;52,44897959;214,1666667;High;0;Regular;1;Low Risk
718843608;Existing Customer;F;2;Post-Graduate;Divorced;Less than $40K;Blue;25;5;2;4;1091;7826;1,152;3327;80;0,86;0,122;36;8917;36-45;41,5875;277,25;Low;0;Regular;1;Low Risk
719131533;Existing Customer;F;0;Post-Graduate;Divorced;Less than $40K;Blue;17;3;2;4;2008;577;1,266;3519;73;0,622;0,777;29;2585;25-35;48,20547945;293,25;High;0;Regular;1;Low Risk
715023333;Existing Customer;M;2;Uneducated;Married;Less than $40K;Blue;34;4;2;4;1118;2584;1,04;2585;64;0,778;0,302;39;3702;36-45;40,390625;215,4166667;Medium;0;Regular;1;Low Risk
788610258;Existing Customer;M;4;College;Unknown;Less than $40K;Blue;43;5;2;4;2517;7135;0,889;3762;73;0,587;0,261;49;9652;46-55;51,53424658;313,5;Low;0;Regular;1;Low Risk
805261983;Existing Customer;F;4;Unknown;Married;Less than $40K;Blue;30;6;3;4;979;647;1,467;2847;61;0,968;0,602;35;1626;25-35;46,67213115;237,25;Medium;0;Regular;1;Low Risk
715533108;Existing Customer;F;0;Uneducated;Single;Less than $40K;Blue;20;4;3;4;955;3757;0,855;2568;62;0,59;0,203;31;4712;25-35;41,41935484;214;Low;0;Regular;1;Low Risk
714840858;Existing Customer;F;3;High School;Unknown;Less than $40K;Blue;31;5;2;4;1551;671;0,932;3302;65;0,585;0,698;40;2222;36-45;50,8;275,1666667;Medium;0;Regular;1;Low Risk
794551383;Existing Customer;F;3;College;Single;Less than $40K;Blue;32;5;3;4;1218;3201;0,879;4535;75;0,562;0,276;50;4419;46-55;60,46666667;377,9166667;Low;0;Regular;1;Low Risk
719152383;Existing Customer;F;4;Uneducated;Married;Less than $40K;Blue;26;5;1;4;1316;1178;1,486;2946;57;1,036;0,528;35;2494;25-35;51,68421053;245,5;Medium;0;Regular;1;Low Risk
708796458;Existing Customer;F;2;Graduate;Single;Less than $40K;Blue;18;3;1;4;1903;2296;1,059;3016;67;0,763;0,453;30;4199;25-35;45,01492537;251,3333333;Medium;0;Regular;1;Low Risk
798558783;Existing Customer;M;3;Graduate;Married;Less than $40K;Blue;41;6;1;4;1747;4086;0,551;3732;75;0,531;0,3;47;5833;46-55;49,76;311;Medium;0;Regular;1;Low Risk
779873508;Existing Customer;F;0;High School;Married;Less than $40K;Blue;35;5;3;4;1815;1317;1,018;3607;60;0,935;0,58;51;3132;46-55;60,11666667;300,5833333;Medium;0;Regular;1;Low Risk
771212508;Existing Customer;F;2;Unknown;Single;Less than $40K;Blue;21;6;3;4;1270;4861;0,913;2825;93;0,824;0,207;34;6131;25-35;30,37634409;235,4166667;Low;0;Regular;1;Low Risk
780202908;Existing Customer;F;2;Graduate;Single;Less than $40K;Blue;43;3;3;4;1480;5373;0,513;2833;70;0,556;0,216;53;6853;46-55;40,47142857;236,0833333;Low;0;Regular;1;Low Risk
712513458;Existing Customer;F;4;High School;Single;Less than $40K;Blue;38;4;1;4;1899;5570;0,999;3150;70;0,489;0,254;47;7469;46-55;45;262,5;Low;0;Regular;1;Low Risk
710664558;Existing Customer;F;3;High School;Married;Less than $40K;Blue;31;5;2;4;945;3791;0,835;3927;73;0,659;0,2;40;4736;36-45;53,79452055;327,25;Low;0;Regular;1;Low Risk
820060758;Existing Customer;F;1;College;Single;Less than $40K;Blue;45;4;2;4;1965;2820;0,8;3651;59;0,553;0,411;50;4785;46-55;61,88135593;304,25;Medium;0;Regular;1;Low Risk
717804783;Existing Customer;F;3;Graduate;Single;Less than $40K;Blue;27;5;3;4;824;5763;1,262;4160;70;0,842;0,125;40;6587;36-45;59,42857143;346,6666667;Low;0;Regular;1;Low Risk
758202858;Existing Customer;F;3;High School;Unknown;Less than $40K;Blue;40;4;2;4;1681;2574;0,65;3453;72;0,5;0,395;47;4255;46-55;47,95833333;287,75;Medium;0;Regular;1;Low Risk
789161358;Existing Customer;F;0;Graduate;Married;Less than $40K;Blue;19;3;1;4;2517;696;1,275;2666;46;1;0,783;30;3213;25-35;57,95652174;222,1666667;High;0;Regular;1;Low Risk
717222033;Existing Customer;F;3;Unknown;Single;Less than $40K;Blue;28;3;1;4;1198;449;0,76;4272;76;0,81;0,727;40;1647;36-45;56,21052632;356;High;0;Regular;1;Low Risk
770975133;Existing Customer;M;0;Graduate;Unknown;Less than $40K;Blue;23;5;2;4;1854;3549;0,712;4382;74;0,542;0,343;36;5403;36-45;59,21621622;365,1666667;Medium;0;Regular;1;Low Risk
771575058;Existing Customer;M;1;Graduate;Married;Less than $40K;Blue;33;4;3;4;1795;214;0,645;3172;55;0,719;0,893;45;2009;36-45;57,67272727;264,3333333;High;0;Regular;1;Low Risk
718739508;Existing Customer;F;5;Unknown;Married;Less than $40K;Blue;39;6;2;4;1217;4238;0,66;3863;67;0,811;0,223;51;5455;46-55;57,65671642;321,9166667;Low;0;Regular;1;Low Risk
822964683;Existing Customer;F;1;Graduate;Single;Less than $40K;Blue;47;6;3;4;1491;978;0,869;4351;62;0,632;0,604;51;2469;46-55;70,17741935;362,5833333;Medium;0;Regular;1;Low Risk
708626058;Existing Customer;F;2;Uneducated;Married;Less than $40K;Blue;34;6;2;4;1465;3777;1,025;4098;68;0,789;0,279;49;5242;46-55;60,26470588;341,5;Low;0;Regular;1;Low Risk
714332658;Existing Customer;F;3;Graduate;Single;Less than $40K;Blue;35;5;2;4;1086;4510;0,587;3896;65;0,757;0,194;42;5596;36-45;59,93846154;324,6666667;Low;0;Regular;1;Low Risk
712852233;Existing Customer;F;0;Graduate;Single;Less than $40K;Blue;53;5;3;4;765;5898;1,129;4583;78;0,857;0,115;64;6663;56+;58,75641026;381,9166667;Low;0;Regular;1;Low Risk
709626858;Existing Customer;F;3;High School;Married;Less than $40K;Blue;31;3;3;4;1379;3606;0,896;4222;61;0,605;0,277;44;4985;36-45;69,21311475;351,8333333;Low;0;Regular;1;Low Risk
758426583;Existing Customer;F;2;Post-Graduate;Married;Less than $40K;Blue;44;3;3;4;1031;407,3;0,582;3308;72;0,674;0,717;51;1438,3;46-55;45,94444444;275,6666667;High;0;Regular;1;Low Risk
719346708;Existing Customer;F;1;Unknown;Divorced;Less than $40K;Blue;30;5;2;4;1675;1083;0,882;3820;72;0,636;0,607;41;2758;36-45;53,05555556;318,3333333;Medium;0;Regular;1;Low Risk
712115958;Existing Customer;F;3;Uneducated;Single;Less than $40K;Blue;38;5;3;4;2264;544;0,544;3562;74;0,682;0,806;47;2808;46-55;48,13513514;296,8333333;High;0;Regular;1;Low Risk
768687183;Existing Customer;F;1;College;Single;Less than $40K;Blue;48;3;1;4;1083;1357;0,907;3017;53;0,71;0,444;54;2440;46-55;56,9245283;251,4166667;Medium;0;Regular;1;Low Risk
712442508;Existing Customer;F;4;Post-Graduate;Married;Less than $40K;Blue;37;6;3;4;783;655,3;0,733;3464;70;0,795;0,544;52;1438,3;46-55;49,48571429;288,6666667;Medium;0;Regular;1;Low Risk
713971608;Existing Customer;M;4;Uneducated;Married;Less than $40K;Blue;39;6;1;4;1830;5402;1,002;4337;71;0,543;0,253;49;7232;46-55;61,08450704;361,4166667;Low;0;Regular;1;Low Risk
822898758;Existing Customer;F;5;Post-Graduate;Married;Less than $40K;Blue;40;3;3;4;973;3480;0,908;3239;66;0,65;0,219;44;4453;36-45;49,07575758;269,9166667;Low;0;Regular;1;Low Risk
